"PageNo","Image","Resolution","Message","CharLeft","CharLeftResolution","CharLeftFlip","CharLeftScale","CharCenter","CharCenterResolution","CharCenterFlip","CharCenterScale","CharRight","CharRightResolution","CharRightFlip","CharRightScale"
"1","res\2D_Image\story_bg_beach_camp.png","1672x941","「それに、ワシが力を貸す」
「また憑依する感じですか」","res\2D_Image\ending_chr_white_ghost_transparent.png","","false","0.70","res\2D_Image\novel_chr_kanata_worried_transparent.png","","false","0.70","res\2D_Image\novel_chr_marine_worried_transparent.png","","false","0.70"
"1","res\2D_Image\story_bg_beach_camp.png","1672x941","「そうじゃ。それに今倒すしかない。奴は長い封印でほとんど力を失っておる。
今倒せなかったら、もう手が付けられん」","res\2D_Image\ending_chr_white_ghost_transparent.png","","false","0.70","res\2D_Image\novel_chr_kanata_worried_transparent.png","","false","0.70","res\2D_Image\novel_chr_marine_worried_transparent.png","","false","0.70"
"1","res\2D_Image\story_bg_beach_camp.png","1672x941","「かなたんに憑依した方がいいんじゃないですか？めっちゃ戦闘力高いよ」","res\2D_Image\ending_chr_white_ghost_transparent.png","","false","0.70","res\2D_Image\novel_chr_kanata_worried_transparent.png","","false","0.70","res\2D_Image\novel_chr_marine_worried_transparent.png","","false","0.70"
"1","res\2D_Image\story_bg_beach_camp.png","1672x941","「かなたには入れん」
　かなたが眉をひそめた。
「え、なんで？」","res\2D_Image\ending_chr_white_ghost_transparent.png","","false","0.70","res\2D_Image\novel_chr_kanata_worried_transparent.png","","false","0.70","res\2D_Image\novel_chr_marine_worried_transparent.png","","false","0.70"
"1","res\2D_Image\story_bg_beach_camp.png","1672x941","「……それは秘密じゃ」","res\2D_Image\ending_chr_white_ghost_transparent.png","","false","0.70","res\2D_Image\novel_chr_kanata_worried_transparent.png","","false","0.70","res\2D_Image\novel_chr_marine_worried_transparent.png","","false","0.70"
"1","res\2D_Image\story_bg_beach_camp.png","1672x941","「なんかちょっとあやしい！マリン、やめとこうよ」","res\2D_Image\ending_chr_white_ghost_transparent.png","","false","0.70","res\2D_Image\novel_chr_kanata_worried_transparent.png","","false","0.70","res\2D_Image\novel_chr_marine_worried_transparent.png","","false","0.70"
"1","res\2D_Image\story_bg_beach_camp.png","1672x941","　マリンは少しだけ黙った。
　逃げたい。ものすごく逃げたい。そもそも黄金を取りに来ただけで、
妖怪退治をしに来たわけではない。","res\2D_Image\ending_chr_white_ghost_transparent.png","","false","0.70","res\2D_Image\novel_chr_kanata_worried_transparent.png","","false","0.70","res\2D_Image\novel_chr_marine_worried_transparent.png","","false","0.70"
"1","res\2D_Image\story_bg_beach_camp.png","1672x941","　だが、封印を解いたのは自分だった。","res\2D_Image\ending_chr_white_ghost_transparent.png","","false","0.70","res\2D_Image\novel_chr_kanata_worried_transparent.png","","false","0.70","res\2D_Image\novel_chr_marine_worried_transparent.png","","false","0.70"
"1","res\2D_Image\story_bg_beach_camp.png","1672x941","「いや～でもなぁ～、責任取らないと」
　白い亡霊が、マリンの中へ入っていく。","res\2D_Image\ending_chr_white_ghost_transparent.png","","false","0.70","res\2D_Image\novel_chr_kanata_worried_transparent.png","","false","0.70","res\2D_Image\novel_chr_marine_determined_transparent.png","","false","0.70"
"2","res\2D_Image\story_bg_moonless_mountain.png","1672x941","　今度は、青い光がマリンを包んだ。黒い時とは違う。冷たく澄んだ力が、体の奥に満ちていく。
髪と服が青く染まり、黄金の十字架が淡く光った。","","","","","res\2D_Image\novel_chr_kanata_worried_transparent.png","","false","0.70","res\2D_Image\novel_chr_marine_excited_transparent.png","","false","0.70"
"2","res\2D_Image\story_bg_moonless_mountain.png","1672x941","「すごい！力がみなぎる！どうやって戦えばいいっすか？」
「日曜の朝にやってるアニメみたいな感じで、思いっきり暴れればOKじゃ」","","","","","res\2D_Image\novel_chr_kanata_worried_transparent.png","","false","0.70","res\2D_Image\novel_chr_marine_excited_transparent.png","","false","0.70"
"2","res\2D_Image\story_bg_moonless_mountain.png","1672x941","「なるほど！日曜の朝にやってるアニメみたいに戦えばいいのね！よっしゃあ、かかってこい！」","","","","","res\2D_Image\novel_chr_kanata_worried_transparent.png","","false","0.70","res\2D_Image\novel_chr_marine_excited_transparent.png","","false","0.70"
"2","res\2D_Image\story_bg_moonless_mountain.png","1672x941","　その声に応えるように、浜辺の木々がざわめいた。","","","","","res\2D_Image\novel_chr_kanata_worried_transparent.png","","false","0.70","res\2D_Image\novel_chr_marine_determined_transparent.png","","false","0.70"
"2","res\2D_Image\story_bg_moonless_mountain.png","1672x941","「自信満々ですね……」","","","","","res\2D_Image\novel_chr_kanata_worried_transparent.png","","false","0.70","res\2D_Image\novel_chr_marine_determined_transparent.png","","false","0.70"
"2","res\2D_Image\story_bg_moonless_mountain.png","1672x941","「うわぁ！でたぁ！」
　黒い影が、森の入り口から現れた。ホシガールだった。","","","","","res\2D_Image\novel_chr_kanata_worried_transparent.png","","false","0.70","res\2D_Image\novel_chr_marine_surprised_transparent.png","","false","0.70"
"2","res\2D_Image\story_bg_moonless_mountain.png","1672x941","「本当にお腹すいてて、フラフラで…。大人しくしててください……」","","","","","res\2D_Image\novel_chr_kanata_worried_transparent.png","","false","0.70","res\2D_Image\novel_chr_marine_surprised_transparent.png","","false","0.70"
"2","res\2D_Image\story_bg_moonless_mountain.png","1672x941","「無茶言うな！」
　マリンは黄金の十字架を構えた。","","","","","res\2D_Image\novel_chr_kanata_worried_transparent.png","","false","0.70","res\2D_Image\novel_chr_marine_serious_transparent.png","","false","0.70"
"2","res\2D_Image\story_bg_moonless_mountain.png","1672x941","　ホシガールが飛びかかる。マリンは青い光をまとった十字架で受け止めた。
衝撃が砂浜に広がり、焚火の炎が大きく揺れる。","","","","","res\2D_Image\novel_chr_kanata_worried_transparent.png","","false","0.70","res\2D_Image\novel_chr_marine_serious_transparent.png","","false","0.70"
"2","res\2D_Image\story_bg_moonless_mountain.png","1672x941","　黒い腕が伸びる。マリンはそれをかわし、十字架を横に振った。青い光の刃が生まれ、
ホシガールの体を切り裂く。","","","","","res\2D_Image\novel_chr_kanata_worried_transparent.png","","false","0.70","res\2D_Image\novel_chr_marine_serious_transparent.png","","false","0.70"
"2","res\2D_Image\story_bg_moonless_mountain.png","1672x941","「効いてる！」","","","","","res\2D_Image\novel_chr_kanata_worried_transparent.png","","false","0.70","res\2D_Image\novel_chr_marine_serious_transparent.png","","false","0.70"
"2","res\2D_Image\story_bg_moonless_mountain.png","1672x941","「油断するな！」
　白い亡霊の声が頭に響く。","","","","","res\2D_Image\novel_chr_kanata_worried_transparent.png","","false","0.70","res\2D_Image\novel_chr_marine_serious_transparent.png","","false","0.70"
"2","res\2D_Image\story_bg_moonless_mountain.png","1672x941","　ホシガールは黒い霧になって背後へ回り込んだ。マリンは振り返りざまに十字架を突き出す。
青い光が一直線に伸び、ホシガールを吹き飛ばした。
　それでもホシガールは立ち上がる。空腹と疲労で、影が大きく揺れていた。","","","","","res\2D_Image\novel_chr_kanata_worried_transparent.png","","false","0.70","res\2D_Image\novel_chr_marine_serious_transparent.png","","false","0.70"
"2","res\2D_Image\story_bg_moonless_mountain.png","1672x941","「もう、いい加減に……食べられてください……！」","","","","","res\2D_Image\novel_chr_kanata_worried_transparent.png","","false","0.70","res\2D_Image\novel_chr_marine_serious_transparent.png","","false","0.70"
"2","res\2D_Image\story_bg_moonless_mountain.png","1672x941","「嫌に決まってるだろ！」
　マリンは砂を蹴り、真正面から突っ込んだ。青い光が十字架に集まる。","","","","","res\2D_Image\novel_chr_kanata_worried_transparent.png","","false","0.70","res\2D_Image\novel_chr_marine_serious_transparent.png","","false","0.70"
"2","res\2D_Image\story_bg_moonless_mountain.png","1672x941","「これで、終わり！」","","","","","res\2D_Image\novel_chr_kanata_worried_transparent.png","","false","0.70","res\2D_Image\novel_chr_marine_serious_transparent.png","","false","0.70"
"3","res\2D_Image\story_bg_beach_camp.png","1672x941","　マリンの一撃が、ホシガールの中心を貫いた。
　黒い影が裂け、夜風に散っていく。","","","","","res\2D_Image\novel_chr_kanata_normal_transparent.png","","false","0.70","res\2D_Image\novel_chr_marine_surprised_transparent.png","","false","0.70"
"3","res\2D_Image\story_bg_beach_camp.png","1672x941","「倒した……？」","","","","","res\2D_Image\novel_chr_kanata_normal_transparent.png","","false","0.70","res\2D_Image\novel_chr_marine_surprised_transparent.png","","false","0.70"
"3","res\2D_Image\story_bg_beach_camp.png","1672x941","　砂浜に、黄金の十字架が落ちた。
　マリンはそれを拾い上げ、白い亡霊に向かって笑った。","res\2D_Image\ending_chr_white_ghost_transparent.png","","false","0.70","res\2D_Image\novel_chr_kanata_normal_transparent.png","","false","0.70","res\2D_Image\novel_chr_marine_surprised_transparent.png","","false","0.70"
"3","res\2D_Image\story_bg_beach_camp.png","1672x941","「やった！これでコンサートの予算が賄える！貰っていいですか、これ」","res\2D_Image\ending_chr_white_ghost_transparent.png","","false","0.70","res\2D_Image\novel_chr_kanata_happy_transparent.png","","false","0.70","res\2D_Image\novel_chr_marine_excited_transparent.png","","false","0.70"
"3","res\2D_Image\story_bg_beach_camp.png","1672x941","「まぁいいじゃろう。コンサートはワシもこっそり見させてもらうかの」","res\2D_Image\ending_chr_white_ghost_transparent.png","","false","0.70","res\2D_Image\novel_chr_kanata_happy_transparent.png","","false","0.70","res\2D_Image\novel_chr_marine_excited_transparent.png","","false","0.70"
"3","res\2D_Image\story_bg_beach_camp.png","1672x941","「OK！最前列を開けて待っておくわ。じゃあコールの練習をしよう！」
　マリンは、かなたの方を向いた。","res\2D_Image\ending_chr_white_ghost_transparent.png","","false","0.70","res\2D_Image\novel_chr_kanata_happy_transparent.png","","false","0.70","res\2D_Image\novel_chr_marine_excited_transparent.png","","false","0.70"
"3","res\2D_Image\story_bg_beach_camp.png","1672x941","「かなたんがやるから見てて」
「え、今？」","res\2D_Image\ending_chr_white_ghost_transparent.png","","false","0.70","res\2D_Image\novel_chr_kanata_happy_transparent.png","","false","0.70","res\2D_Image\novel_chr_marine_excited_transparent.png","","false","0.70"
"3","res\2D_Image\story_bg_beach_camp.png","1672x941","「さいこーですか？」
「さいこーでーす！」","res\2D_Image\ending_chr_white_ghost_transparent.png","","false","0.70","res\2D_Image\novel_chr_kanata_happy_transparent.png","","false","0.70","res\2D_Image\novel_chr_marine_excited_transparent.png","","false","0.70"
"3","res\2D_Image\story_bg_beach_camp.png","1672x941","「しあわせですか？」
「しあわせです！」","res\2D_Image\ending_chr_white_ghost_transparent.png","","false","0.70","res\2D_Image\novel_chr_kanata_happy_transparent.png","","false","0.70","res\2D_Image\novel_chr_marine_excited_transparent.png","","false","0.70"
"3","res\2D_Image\story_bg_beach_camp.png","1672x941","　その瞬間、マリンは固まった。
　かなたの髪と服が、黒くなっていた。","res\2D_Image\ending_chr_white_ghost_transparent.png","","false","0.70","res\2D_Image\novel_chr_kanata_worried_transparent.png","","false","1.00","res\2D_Image\novel_chr_marine_surprised_transparent.png","","false","0.70"
"3","res\2D_Image\story_bg_beach_camp.png","1672x941","「お憑付き合いしちゃってる！！」","res\2D_Image\ending_chr_white_ghost_transparent.png","","false","0.70","res\2D_Image\novel_chr_kanata_worried_transparent.png","","false","1.00","res\2D_Image\novel_chr_marine_surprised_transparent.png","","false","0.70"
"3","res\2D_Image\story_bg_beach_camp.png","1672x941","　かなたの口元が、ゆっくりと笑った。","res\2D_Image\ending_chr_white_ghost_transparent.png","","false","0.70","res\2D_Image\novel_chr_kanata_worried_transparent.png","","false","1.00","res\2D_Image\novel_chr_marine_surprised_transparent.png","","false","0.70"
"3","res\2D_Image\story_bg_beach_camp.png","1672x941","「この子は乗っ取らせてもらいました」","res\2D_Image\ending_chr_white_ghost_transparent.png","","false","0.70","res\2D_Image\novel_chr_kanata_worried_transparent.png","","false","1.00","res\2D_Image\novel_chr_marine_surprised_transparent.png","","false","0.70"
"3","res\2D_Image\story_bg_beach_camp.png","1672x941","「かなたーん、返事しろー！」
「彼女は眠っています」","res\2D_Image\ending_chr_white_ghost_transparent.png","","false","0.70","res\2D_Image\novel_chr_kanata_worried_transparent.png","","false","1.00","res\2D_Image\novel_chr_marine_surprised_transparent.png","","false","0.70"
"3","res\2D_Image\story_bg_beach_camp.png","1672x941","「なんか私の時と違くない？」","res\2D_Image\ending_chr_white_ghost_transparent.png","","false","0.70","res\2D_Image\novel_chr_kanata_worried_transparent.png","","false","1.00","res\2D_Image\novel_chr_marine_surprised_transparent.png","","false","0.70"
"3","res\2D_Image\story_bg_beach_camp.png","1672x941","　白い亡霊が、気まずそうに言った。
「かなたの心は綺麗だから、霊が入りやすいのじゃ」","res\2D_Image\ending_chr_white_ghost_transparent.png","","false","0.70","res\2D_Image\novel_chr_kanata_worried_transparent.png","","false","1.00","res\2D_Image\novel_chr_marine_surprised_transparent.png","","false","0.70"
"3","res\2D_Image\story_bg_beach_camp.png","1672x941","「どういうこと？！うわぁ！」","res\2D_Image\ending_chr_white_ghost_transparent.png","","false","0.70","res\2D_Image\novel_chr_kanata_worried_transparent.png","","false","1.00","res\2D_Image\novel_chr_marine_surprised_transparent.png","","false","0.70"
"3","res\2D_Image\story_bg_beach_camp.png","1672x941","　マリンがツッコミをしている一瞬のすきに、黒くなったかなたが突進してきた。
マリンは海へ突き落とされる。","res\2D_Image\ending_chr_white_ghost_transparent.png","","false","0.70","res\2D_Image\novel_chr_kanata_worried_transparent.png","","false","1.00","res\2D_Image\novel_chr_marine_surprised_transparent.png","","false","0.70"
"3","res\2D_Image\story_bg_beach_camp.png","1672x941","「あ、こら！」","res\2D_Image\ending_chr_white_ghost_transparent.png","","false","0.70","res\2D_Image\novel_chr_kanata_worried_transparent.png","","false","1.00","res\2D_Image\novel_chr_marine_serious_transparent.png","","false","0.70"
"3","res\2D_Image\story_bg_beach_camp.png","1672x941","　ホシガールはかなたの体を使って、森の中へ逃げていった。","res\2D_Image\ending_chr_white_ghost_transparent.png","","false","0.70","res\2D_Image\novel_chr_kanata_worried_transparent.png","","false","1.00","res\2D_Image\novel_chr_marine_serious_transparent.png","","false","0.70"
"3","res\2D_Image\story_bg_beach_camp.png","1672x941","「マリリーン？」
　その時、海の向こうから聞き慣れた声がした。
　モーターボートに乗ったころねが、波を切ってやってくる。","res\2D_Image\novel_chr_korone_normal_transparent.png","","false","1.00","","","","","res\2D_Image\novel_chr_marine_serious_transparent.png","","false","0.70"
"3","res\2D_Image\story_bg_beach_camp.png","1672x941","「ころさーん！」
　ころねはボートを寄せ、海に浮かぶマリンを引き上げた。","res\2D_Image\novel_chr_korone_normal_transparent.png","","false","1.00","","","","","res\2D_Image\novel_chr_marine_excited_transparent.png","","false","0.70"
"3","res\2D_Image\story_bg_beach_camp.png","1672x941","「ちょっといろいろあって、すぐには帰れない！かなたを助けないと」","res\2D_Image\novel_chr_korone_normal_transparent.png","","false","1.00","","","","","res\2D_Image\novel_chr_marine_serious_transparent.png","","false","0.70"
"3","res\2D_Image\story_bg_beach_camp.png","1672x941","「そっか～」
　ころねは驚いているのかいないのか分からない声で言った。","res\2D_Image\novel_chr_korone_normal_transparent.png","","false","1.00","","","","","res\2D_Image\novel_chr_marine_normal_transparent.png","","false","0.70"
"3","res\2D_Image\story_bg_beach_camp.png","1672x941","　マリンは砂浜へ戻り、白い亡霊を見た。","res\2D_Image\novel_chr_korone_normal_transparent.png","","false","1.00","res\2D_Image\ending_chr_white_ghost_transparent.png","","false","1.00","res\2D_Image\novel_chr_marine_normal_transparent.png","","false","0.70"
"3","res\2D_Image\story_bg_beach_camp.png","1672x941","「どうすればかなたんを助けられる？」","res\2D_Image\novel_chr_korone_normal_transparent.png","","false","1.00","res\2D_Image\ending_chr_white_ghost_transparent.png","","false","1.00","res\2D_Image\novel_chr_marine_worried_transparent.png","","false","0.70"
"3","res\2D_Image\story_bg_beach_camp.png","1672x941","「ワシがこの島に来たときに使っておった杖を使えば追い出せたんじゃが……
杖は壊れてもうない」","res\2D_Image\novel_chr_korone_normal_transparent.png","","false","1.00","res\2D_Image\ending_chr_white_ghost_transparent.png","","false","1.00","res\2D_Image\novel_chr_marine_worried_transparent.png","","false","0.70"
"3","res\2D_Image\story_bg_beach_camp.png","1672x941","「詰んだ？」","res\2D_Image\novel_chr_korone_normal_transparent.png","","false","1.00","res\2D_Image\ending_chr_white_ghost_transparent.png","","false","1.00","res\2D_Image\novel_chr_marine_worried_transparent.png","","false","0.70"
"3","res\2D_Image\story_bg_beach_camp.png","1672x941","「黄金に魔力がこもっているから、それで代用できるだろう。たぶん」
「たぶんで親友の除霊をするの怖すぎる」","res\2D_Image\novel_chr_korone_normal_transparent.png","","false","1.00","res\2D_Image\ending_chr_white_ghost_transparent.png","","false","1.00","res\2D_Image\novel_chr_marine_serious_transparent.png","","false","0.70"
"3","res\2D_Image\story_bg_beach_camp.png","1672x941","　それでも、やるしかなかった。","res\2D_Image\novel_chr_korone_normal_transparent.png","","false","1.00","res\2D_Image\ending_chr_white_ghost_transparent.png","","false","1.00","res\2D_Image\novel_chr_marine_serious_transparent.png","","false","0.70"
