"PageNo","Image","Resolution","Message","CharLeft","CharLeftResolution","CharLeftFlip","CharLeftScale","CharCenter","CharCenterResolution","CharCenterFlip","CharCenterScale","CharRight","CharRightResolution","CharRightFlip","CharRightScale"
"1","res\2D_Image\ending_bg_p01_forest_night.png","1600x900","
　マリンは木の棒を振った。
　黒いビームが飛び、白い亡霊に直撃する。","","","","","","","","","res\2D_Image\ending_chr_marine_cross_transparent.png","1600x900","false","1.00"
"1","res\2D_Image\ending_bg_p01_forest_night.png","1600x900","　白い亡霊は、しりもちをついた。

「やったか？」","res\2D_Image\ending_chr_white_ghost_transparent.png","1600x900","false","0.95","","","","","res\2D_Image\ending_chr_marine_cross_transparent.png","1600x900","false","1.00"
"1","res\2D_Image\ending_bg_p01_forest_night.png","1600x900","
　言った瞬間、白い亡霊はむくりと起き上がった。
　そして、黄金の十字架へ手を伸ばす。","res\2D_Image\ending_chr_white_ghost_transparent.png","1600x900","false","0.95","","","","","res\2D_Image\ending_chr_marine_cross_transparent.png","1600x900","false","1.00"
"1","res\2D_Image\ending_bg_p01_forest_night.png","1600x900","
「させるかぁ！」
","res\2D_Image\ending_chr_white_ghost_transparent.png","1600x900","false","0.95","","","","","res\2D_Image\ending_chr_marine_cross_transparent.png","1600x900","false","1.00"
"1","res\2D_Image\ending_bg_p01_forest_night.png","1600x900","　マリンは走った。
　白い亡霊が十字架を守るように立ちふさがる。
　亡霊の手から、白い光の刃が伸びた。","res\2D_Image\ending_chr_white_ghost_transparent.png","1600x900","false","0.95","","","","","res\2D_Image\ending_chr_marine_cross_transparent.png","1600x900","false","1.00"
"1","res\2D_Image\ending_bg_p01_forest_night.png","1600x900","　黒いビームと白い光が、山頂の闇を裂く。

　マリンは棒を振り回した。","res\2D_Image\ending_chr_white_ghost_transparent.png","1600x900","false","0.95","","","","","res\2D_Image\ending_chr_marine_cross_transparent.png","1600x900","false","1.00"
"1","res\2D_Image\ending_bg_p01_forest_night.png","1600x900","　棒の先から放たれる黒い光は、剣のようにも、ムチのようにも伸びた。
　白い亡霊はそれを受け、かわし、時にはマリンの足元を狙って光を放つ。
","res\2D_Image\ending_chr_white_ghost_transparent.png","1600x900","false","0.95","","","","","res\2D_Image\ending_chr_marine_cross_transparent.png","1600x900","false","1.00"
"1","res\2D_Image\ending_bg_p01_forest_night.png","1600x900","「ちょ、強い！　聞いてたより強い！」","res\2D_Image\ending_chr_white_ghost_transparent.png","1600x900","false","0.95","","","","","res\2D_Image\ending_chr_marine_cross_transparent.png","1600x900","false","1.00"
"1","res\2D_Image\ending_bg_p01_forest_night.png","1600x900","「頑張ってください。亡霊ですから」

「説明になってない！」","res\2D_Image\ending_chr_white_ghost_transparent.png","1600x900","false","0.95","","","","","res\2D_Image\ending_chr_marine_cross_transparent.png","1600x900","false","1.00"
"1","res\2D_Image\ending_bg_p01_forest_night.png","1600x900","
　マリンは祭壇の石柱を盾にしながら、すきをうかがった。
　白い亡霊が大きく踏み込む。","res\2D_Image\ending_chr_white_ghost_transparent.png","1600x900","false","0.95","","","","","res\2D_Image\ending_chr_marine_cross_transparent.png","1600x900","false","1.00"
"1","res\2D_Image\ending_bg_p01_forest_night.png","1600x900","　その瞬間、マリンは横へ転がり、棒を振り上げた。

「えいっ！」","res\2D_Image\ending_chr_white_ghost_transparent.png","1600x900","false","0.95","","","","","res\2D_Image\ending_chr_marine_cross_transparent.png","1600x900","false","1.00"
"1","res\2D_Image\ending_bg_p01_forest_night.png","1600x900","
　黒い光が、白い亡霊の胴体を貫いた。","res\2D_Image\ending_chr_white_ghost_transparent.png","1600x900","false","0.95","","","","","res\2D_Image\ending_chr_marine_cross_transparent.png","1600x900","false","1.00"
"1","res\2D_Image\ending_bg_p01_forest_night.png","1600x900","　白い亡霊は声もなく揺らぎ、その姿を薄くしていく。
　最後に、黄金の十字架へ手を伸ばした。
　だが、その手は届かず、白い影は夜風に溶けるように消えた。","res\2D_Image\ending_chr_white_ghost_transparent.png","1600x900","false","0.95","","","","","res\2D_Image\ending_chr_marine_cross_transparent.png","1600x900","false","1.00"
"1","res\2D_Image\ending_bg_p01_forest_night.png","1600x900","
「……勝った？」","res\2D_Image\ending_chr_white_ghost_transparent.png","1600x900","false","0.95","","","","","res\2D_Image\ending_chr_marine_cross_transparent.png","1600x900","false","1.00"
"1","res\2D_Image\ending_bg_p01_forest_night.png","1600x900","　マリンは息を切らしながら、祭壇へ近づいた。
　黄金の十字架を、両手で持ち上げる。
","res\2D_Image\ending_chr_white_ghost_transparent.png","1600x900","false","0.95","","","","","res\2D_Image\ending_chr_marine_cross_transparent.png","1600x900","false","1.00"
"1","res\2D_Image\ending_bg_p01_forest_night.png","1600x900","　重い。
　だが、持てないほどではない。
","res\2D_Image\ending_chr_white_ghost_transparent.png","1600x900","false","0.95","","","","","res\2D_Image\ending_chr_marine_cross_transparent.png","1600x900","false","1.00"
"1","res\2D_Image\ending_bg_p01_forest_night.png","1600x900","「やった……！」","res\2D_Image\ending_chr_white_ghost_transparent.png","1600x900","false","0.95","","","","","res\2D_Image\ending_chr_marine_cross_transparent.png","1600x900","false","1.00"
"1","res\2D_Image\ending_bg_p01_forest_night.png","1600x900","　その時、マリンの体から黒い影が抜け出した。
　守護霊はマリンの前に立ち、深々と頭を下げる。
","","","","","","","","","res\2D_Image\novel_chr_marine_worried_transparent.png","1600x900","false","1.00"
"1","res\2D_Image\ending_bg_p01_forest_night.png","1600x900","「ありがとうございました。これで成仏できます」

「いいってことよ。お宝も手に入ったし」","","","","","","","","","res\2D_Image\novel_chr_marine_worried_transparent.png","1600x900","false","1.00"
"1","res\2D_Image\ending_bg_p01_forest_night.png","1600x900","
　マリンは笑った。
","","","","","","","","","res\2D_Image\novel_chr_marine_worried_transparent.png","1600x900","false","1.00"
"1","res\2D_Image\ending_bg_p01_forest_night.png","1600x900","　次の瞬間、黒い影が膨れ上がった。","","","","","","","","","res\2D_Image\novel_chr_marine_worried_transparent.png","1600x900","false","1.00"
"1","res\2D_Image\ending_bg_p01_forest_night.png","1600x900","「……あれ？」

　消えるどころか、黒い守護霊は濃く、重く、実体を持ち始めていた。","","","","","","","","","res\2D_Image\novel_chr_marine_worried_transparent.png","1600x900","false","1.00"
"1","res\2D_Image\ending_bg_p01_forest_night.png","1600x900","　丸い体の輪郭がゆがみ、黒い霧のようなものが周囲に広がる。

「あれ？　なんか成仏できてないですけど」","","","","","","","","","res\2D_Image\novel_chr_marine_worried_transparent.png","1600x900","false","1.00"
"1","res\2D_Image\ending_bg_p01_forest_night.png","1600x900","
「封印が解けたので……」","","","","","","","","","res\2D_Image\novel_chr_marine_worried_transparent.png","1600x900","false","1.00"
"1","res\2D_Image\ending_bg_p01_forest_night.png","1600x900","「あれ？　なんか違くない？　自分、なんかやっちゃいました？」

「そうなりますね……」","","","","","","","","","res\2D_Image\novel_chr_marine_worried_transparent.png","1600x900","false","1.00"
"1","res\2D_Image\ending_bg_p01_forest_night.png","1600x900","
　マリンは黄金の十字架を抱えたまま、じりじりと後ずさった。
","","","","","","","","","res\2D_Image\novel_chr_marine_worried_transparent.png","1600x900","false","1.00"
"1","res\2D_Image\ending_bg_p01_forest_night.png","1600x900","「だましたな！　お前がホシガールか！」","","","","","","","","","res\2D_Image\novel_chr_marine_worried_transparent.png","1600x900","false","1.00"
"1","res\2D_Image\ending_bg_p01_forest_night.png","1600x900","「はい……。祠でマリンさんと話してた時は、バレないかとヒヤヒヤしました……」

「今思うと、すごいキョドってた！」","","","","","","","","","res\2D_Image\novel_chr_marine_worried_transparent.png","1600x900","false","1.00"
"1","res\2D_Image\ending_bg_p01_forest_night.png","1600x900","
　黒い影――妖怪ホシガールは、ゆっくりとマリンに近づいてきた。
","","","","","","","","","res\2D_Image\novel_chr_marine_worried_transparent.png","1600x900","false","1.00"
"1","res\2D_Image\ending_bg_p01_forest_night.png","1600x900","「じゃあ、早速マリン船長をいただいちゃいますね」

「え、ちょ」","","","","","","","","","res\2D_Image\novel_chr_marine_worried_transparent.png","1600x900","false","1.00"
"1","res\2D_Image\ending_bg_p01_forest_night.png","1600x900","「正直なところを言うと、マリン船長を食べるのは少し怖いです……。でも他に食べるものがないので仕方ない……」

「言い方ひどくない？！」","","","","","","","","","res\2D_Image\novel_chr_marine_worried_transparent.png","1600x900","false","1.00"
"1","res\2D_Image\ending_bg_p01_forest_night.png","1600x900","
　ホシガールの影が、マリンを包み込もうとした。
","","","","","","","","","res\2D_Image\novel_chr_marine_worried_transparent.png","1600x900","false","1.00"
"1","res\2D_Image\ending_bg_p01_forest_night.png","1600x900","　その瞬間。

　ドォオオン！","","","","","","","","","res\2D_Image\novel_chr_marine_worried_transparent.png","1600x900","false","1.00"
"1","res\2D_Image\ending_bg_p01_forest_night.png","1600x900","　山頂に衝撃音が響いた。
　ホシガールの体が横へ吹き飛ぶ。
","","","","","","","","","res\2D_Image\novel_chr_marine_worried_transparent.png","1600x900","false","1.00"
"1","res\2D_Image\ending_bg_p01_forest_night.png","1600x900","「だれだ……！」

　土煙の中に、一人の姿があった。","","","","","","","","","res\2D_Image\novel_chr_marine_worried_transparent.png","1600x900","false","1.00"
"1","res\2D_Image\ending_bg_p01_forest_night.png","1600x900","
　天音かなた。
","","","","","","","","","res\2D_Image\novel_chr_marine_worried_transparent.png","1600x900","false","1.00"
"1","res\2D_Image\ending_bg_p01_forest_night.png","1600x900","　かなたは拳を握りしめ、堂々と立っていた。

「死にゲーで覚えたバトルと握力五十キロの拳でボコボコにしてやるよぉ！」","","","","","","","","","res\2D_Image\novel_chr_marine_worried_transparent.png","1600x900","false","1.00"
"1","res\2D_Image\ending_bg_p01_forest_night.png","1600x900","「かなたん！」

　マリンは思わず声を上げた。","","","","","res\2D_Image\ending_chr_kanata_possessed_transparent.png","1600x900","false","0.95","res\2D_Image\ending_chr_marine_cross_transparent.png","1600x900","false","1.00"
"1","res\2D_Image\ending_bg_p01_forest_night.png","1600x900","
「本当にだれ？！　ま、まぁいいでしょう。食材は多い方がいいですし」
","","","","","res\2D_Image\ending_chr_kanata_possessed_transparent.png","1600x900","false","0.95","res\2D_Image\ending_chr_marine_cross_transparent.png","1600x900","false","1.00"
"1","res\2D_Image\ending_bg_p01_forest_night.png","1600x900","　ホシガールが再び立ち上がる。","","","","","res\2D_Image\ending_chr_kanata_possessed_transparent.png","1600x900","false","0.95","res\2D_Image\ending_chr_marine_cross_transparent.png","1600x900","false","1.00"
"1","res\2D_Image\ending_bg_p01_forest_night.png","1600x900","　かなたは一気に踏み込んだ。
　拳が黒い影を打ち抜く。
　だが、ホシガールの体は煙のように揺れ、衝撃を逃がした。","","","","","res\2D_Image\ending_chr_kanata_possessed_transparent.png","1600x900","false","0.95","res\2D_Image\ending_chr_marine_cross_transparent.png","1600x900","false","1.00"
"1","res\2D_Image\ending_bg_p01_forest_night.png","1600x900","　逆に黒い腕が伸び、かなたを捕らえようとする。","","","","","res\2D_Image\ending_chr_kanata_possessed_transparent.png","1600x900","false","0.95","res\2D_Image\ending_chr_marine_cross_transparent.png","1600x900","false","1.00"
"1","res\2D_Image\ending_bg_p01_forest_night.png","1600x900","　かなたは身をひねってかわし、もう一度殴る。
　マリンも黄金の十字架を抱えたまま、後ろから叫んだ。
","","","","","res\2D_Image\ending_chr_kanata_possessed_transparent.png","1600x900","false","0.95","res\2D_Image\ending_chr_marine_cross_transparent.png","1600x900","false","1.00"
"1","res\2D_Image\ending_bg_p01_forest_night.png","1600x900","「かなたん、いける？」

「ごめん、無理、勝てないッス！」","","","","","res\2D_Image\ending_chr_kanata_possessed_transparent.png","1600x900","false","0.95","res\2D_Image\ending_chr_marine_cross_transparent.png","1600x900","false","1.00"
"1","res\2D_Image\ending_bg_p01_forest_night.png","1600x900","
「え」
","","","","","res\2D_Image\ending_chr_kanata_possessed_transparent.png","1600x900","false","0.95","res\2D_Image\ending_chr_marine_cross_transparent.png","1600x900","false","1.00"
"1","res\2D_Image\ending_bg_p01_forest_night.png","1600x900","「船長！　逃げるから掴まって！」

　かなたはマリンを抱きかかえ、そのまま崖へ走った。","","","","","res\2D_Image\ending_chr_kanata_possessed_transparent.png","1600x900","false","0.95","res\2D_Image\ending_chr_marine_cross_transparent.png","1600x900","false","1.00"
"1","res\2D_Image\ending_bg_p01_forest_night.png","1600x900","「ちょ、そっち崖！」

「大丈夫！」","","","","","res\2D_Image\ending_chr_kanata_possessed_transparent.png","1600x900","false","0.95","res\2D_Image\ending_chr_marine_cross_transparent.png","1600x900","false","1.00"
"1","res\2D_Image\ending_bg_p01_forest_night.png","1600x900","
「何が？！」
","","","","","res\2D_Image\ending_chr_kanata_possessed_transparent.png","1600x900","false","0.95","res\2D_Image\ending_chr_marine_cross_transparent.png","1600x900","false","1.00"
"1","res\2D_Image\ending_bg_p01_forest_night.png","1600x900","　かなたは迷わず飛び降りた。

　ホシガールが慌てて追いかける。","","","","","res\2D_Image\ending_chr_kanata_possessed_transparent.png","1600x900","false","0.95","res\2D_Image\ending_chr_marine_cross_transparent.png","1600x900","false","1.00"
"1","res\2D_Image\ending_bg_p01_forest_night.png","1600x900","
「あ、ちょっと待って」
","","","","","res\2D_Image\ending_chr_kanata_possessed_transparent.png","1600x900","false","0.95","res\2D_Image\ending_chr_marine_cross_transparent.png","1600x900","false","1.00"
"1","res\2D_Image\ending_bg_p01_forest_night.png","1600x900","　黒いビームが、夜空を裂いた。
　かなたは空中で体をひねり、なんとか避ける。
　だが、次の一撃がかなたの背をかすめた。","","","","","res\2D_Image\ending_chr_kanata_possessed_transparent.png","1600x900","false","0.95","res\2D_Image\ending_chr_marine_cross_transparent.png","1600x900","false","1.00"
"1","res\2D_Image\ending_bg_p01_forest_night.png","1600x900","「ぐっ……！」

　二人はバランスを崩し、そのまま山腹を流れる川へ落ちた。","","","","","res\2D_Image\ending_chr_kanata_possessed_transparent.png","1600x900","false","0.95","res\2D_Image\ending_chr_marine_cross_transparent.png","1600x900","false","1.00"
"1","res\2D_Image\ending_bg_p01_forest_night.png","1600x900","
　冷たい水が全身を包む。
　流れは速く、マリンは何度も水を飲みそうになりながら、必死に黄金の十字架を抱えた。","","","","","res\2D_Image\ending_chr_kanata_possessed_transparent.png","1600x900","false","0.95","res\2D_Image\ending_chr_marine_cross_transparent.png","1600x900","false","1.00"
"1","res\2D_Image\ending_bg_p01_forest_night.png","1600x900","　やがて川は海へ向かって下り、二人は最初の海岸近くへ流れ着いた。","","","","","res\2D_Image\ending_chr_kanata_possessed_transparent.png","1600x900","false","0.95","res\2D_Image\ending_chr_marine_cross_transparent.png","1600x900","false","1.00"
